row,altitude,moisture,pressure,wind_speed,sky_condition,time_of_day,air_quality_index
487,30K feet,mist,low,calm,clear,3,28.17468855190202
488,30K feet,fog,high,high,limited,11,59.697040270860725
489,sea level,mist,steady,high,poor,19,332.7929090115782
490,sea level,dry,steady,gusty,limited,11,308.5236547021904
491,Lolo Peak,fog,low,high,clear,20,147.72596215212593
492,Missoula,fog,low,high,poor,6,245.85518471565672
493,30K feet,dry,steady,high,poor,12,8.930399995474257
494,Missoula,dry,steady,gusty,poor,14,189.43227361638156
495,Lolo Peak,fog,steady,high,clear,8,148.91316490561888
496,Lolo Peak,dry,low,steady,poor,11,105.33443501467302
497,Lolo Peak,mist,high,high,limited,16,113.88091555341462
498,30K feet,dry,low,high,clear,7,3.655576989642136
499,30K feet,dry,high,gusty,poor,13,15.139006110695927
500,18K feet,mist,high,gusty,limited,5,56.44980161403481
501,Missoula,mist,high,steady,limited,14,204.4153362192533
502,18K feet,mist,steady,high,limited,20,60.28925712795972
503,30K feet,fog,steady,gusty,poor,6,63.560635984397585
504,30K feet,fog,steady,calm,clear,13,60.3997500606701
505,Lolo Peak,fog,low,high,limited,11,150.56386605799653
506,Lolo Peak,fog,low,high,poor,21,153.7855373372289
507,Missoula,rain,low,gusty,limited,11,188.7241162435224
508,30K feet,dry,low,steady,clear,8,6.006007904389449
509,18K feet,dry,high,gusty,poor,12,43.033561658806775
510,30K feet,fog,high,gusty,limited,15,53.912148658668286
511,Missoula,rain,steady,high,poor,16,200.37936454330008
512,18K feet,rain,low,steady,poor,20,53.699250080661464
513,30K feet,fog,steady,gusty,limited,11,49.92256448490121
514,18K feet,dry,steady,steady,clear,14,34.997398003132716
515,18K feet,fog,low,high,limited,15,87.80216549389728
516,Lolo Peak,rain,high,high,clear,14,97.72310427272916
517,Missoula,rain,low,high,clear,6,194.62038086205325
518,sea level,mist,low,steady,limited,12,330.1296078422859
519,sea level,dry,steady,gusty,poor,7,312.41681289704326
520,Missoula,dry,low,gusty,poor,10,189.05200257344882
521,sea level,dry,high,gusty,limited,11,306.58887367056667
522,18K feet,dry,steady,calm,clear,10,38.71042823462467
523,18K feet,dry,high,steady,poor,11,40.61783383539913
524,sea level,mist,high,steady,clear,12,325.23513112848246
525,sea level,fog,low,high,poor,13,362.1676006471983
526,Missoula,fog,high,steady,limited,14,238.67354100474768
527,Missoula,mist,steady,high,poor,11,215.6075059774885
528,18K feet,dry,steady,gusty,poor,5,48.719255198693
529,30K feet,mist,steady,high,clear,11,22.779741399132966
530,18K feet,rain,steady,high,poor,18,54.46903963960963
531,30K feet,rain,low,calm,clear,8,11.644940460756079
532,Missoula,mist,steady,high,clear,15,208.514284146501
533,Missoula,fog,high,high,limited,8,241.55906460320162
534,sea level,fog,low,calm,limited,17,361.08608585520926
535,18K feet,mist,high,gusty,limited,19,57.22965100369574
536,30K feet,dry,steady,gusty,limited,12,11.679438331827942
537,18K feet,fog,steady,gusty,poor,11,97.51471767049816
538,18K feet,dry,low,high,poor,14,45.36930876662774
539,30K feet,mist,low,steady,poor,14,33.68503297795564
540,30K feet,rain,high,calm,limited,5,10.994558319279026
541,30K feet,rain,low,high,limited,17,14.149311210831716
542,Lolo Peak,mist,low,steady,limited,17,116.20287972409473
543,Lolo Peak,fog,low,steady,clear,5,143.5153026424733
544,Missoula,fog,high,steady,clear,21,235.88304825804724
545,Lolo Peak,fog,high,gusty,poor,3,157.35097313886234
546,sea level,rain,low,steady,poor,18,318.7790412280436
547,Lolo Peak,dry,steady,high,clear,13,95.4854685273148
548,sea level,fog,high,high,poor,19,364.04083209686326
549,30K feet,fog,low,high,clear,13,60.25184194400835
550,Lolo Peak,mist,high,high,clear,15,114.9186963764019
551,Lolo Peak,mist,low,gusty,poor,14,125.6365376392826
552,18K feet,fog,steady,calm,clear,12,90.15140577995523
553,30K feet,fog,low,steady,poor,10,64.42682315249233
554,Lolo Peak,mist,steady,high,clear,24,111.95308815801005
555,sea level,dry,low,calm,clear,8,304.0585852037873
556,Lolo Peak,mist,low,calm,poor,13,124.14352041241862
557,18K feet,rain,high,steady,clear,17,37.84382476207039
558,18K feet,fog,high,steady,clear,4,82.7620653062521
559,18K feet,mist,steady,steady,limited,10,55.527743278726916
560,sea level,fog,high,gusty,limited,7,352.96510162234154
561,18K feet,dry,low,gusty,limited,12,39.85686070354167
562,Lolo Peak,fog,steady,high,poor,7,151.82130989689662
563,30K feet,fog,high,high,poor,4,56.491867979943194
564,sea level,rain,steady,steady,poor,11,321.0732771648229
565,sea level,mist,high,gusty,poor,15,331.7578395528123
566,Lolo Peak,dry,high,calm,clear,7,96.19417427764718
567,Missoula,rain,high,steady,limited,11,193.21549907254254
568,Missoula,dry,steady,gusty,limited,21,193.39899154102514
569,30K feet,fog,low,high,limited,7,57.96002697921349
570,18K feet,fog,low,steady,clear,15,87.73533332939886
571,30K feet,rain,low,high,limited,10,6.78282150390051
572,30K feet,rain,high,steady,poor,8,19.875689303984892
573,Lolo Peak,mist,low,high,limited,9,118.417959369319
574,Missoula,mist,steady,gusty,limited,19,215.59131035885366
575,Missoula,mist,low,gusty,poor,17,220.67908865866298
576,Missoula,rain,high,steady,poor,9,201.54314448921167
577,18K feet,fog,high,high,clear,12,84.41546632027578
578,18K feet,mist,high,high,limited,8,57.432342675090354
579,18K feet,rain,high,high,poor,9,50.58960319344177
580,Lolo Peak,dry,high,steady,clear,11,94.97524937339706
581,Missoula,mist,steady,steady,clear,15,207.06778719596787
582,30K feet,mist,low,gusty,poor,14,34.36425111602004
583,Missoula,rain,steady,high,clear,13,192.12626530680117
584,sea level,dry,steady,gusty,limited,11,307.55507604161477
585,Missoula,dry,high,steady,poor,9,195.88824488088298
586,Lolo Peak,fog,high,steady,clear,10,143.67248132021277
587,30K feet,rain,steady,gusty,clear,12,8.187723313399864
588,Lolo Peak,rain,high,calm,limited,7,103.13736519973975
589,sea level,fog,high,high,limited,12,354.5866699101656
590,Lolo Peak,rain,steady,high,limited,15,103.06397898525528
591,18K feet,fog,low,gusty,poor,12,93.03323240434166
592,18K feet,mist,steady,gusty,clear,14,52.40708966411658
593,Lolo Peak,fog,steady,high,clear,6,144.60661674746487
594,30K feet,dry,high,steady,poor,19,11.899598981488118
595,Missoula,fog,high,steady,poor,16,247.80668787649103
596,18K feet,dry,high,gusty,clear,11,35.294703060458666
597,30K feet,fog,high,calm,poor,11,65.11509748814201
598,Lolo Peak,mist,steady,calm,poor,15,127.06700380515211
599,Lolo Peak,dry,steady,steady,poor,13,111.62190612404987
600,sea level,mist,high,calm,limited,20,324.1976455310803
601,Lolo Peak,dry,low,steady,poor,12,99.85832125476311
602,Missoula,dry,high,steady,limited,12,189.21588403750894
603,Missoula,mist,steady,high,poor,10,218.43087299061114
604,30K feet,mist,steady,gusty,poor,13,37.34873565957981
605,Lolo Peak,dry,steady,high,poor,11,109.0019772599026
606,30K feet,rain,steady,steady,limited,12,11.316621800553174
607,Missoula,rain,steady,calm,clear,14,195.96378261485208
608,30K feet,mist,low,gusty,limited,10,29.75641457041574
609,Missoula,rain,high,steady,limited,10,188.40024220287822
610,Lolo Peak,fog,high,high,poor,8,151.78174693864642
611,18K feet,dry,steady,high,limited,17,38.28596993463378
612,30K feet,dry,steady,steady,clear,22,6.784945013951291
613,sea level,fog,high,steady,limited,14,357.26646486159143
614,30K feet,mist,steady,high,clear,8,23.552980170373917
615,30K feet,mist,high,gusty,limited,16,27.821425063882668
616,sea level,mist,steady,gusty,clear,13,319.3750053532445
617,sea level,fog,high,gusty,poor,17,363.564419998086
618,sea level,rain,high,steady,limited,7,313.7331226698746
619,30K feet,fog,low,high,poor,12,63.932134727191894
620,Lolo Peak,rain,low,steady,limited,15,105.40658360405844
621,sea level,rain,low,steady,limited,13,312.0831633757035
622,Lolo Peak,mist,steady,steady,limited,7,117.03829027390033
623,18K feet,mist,high,high,clear,13,59.73733606073434
624,Lolo Peak,rain,high,gusty,poor,9,107.44170513476905
625,30K feet,mist,steady,steady,clear,12,23.811680825453177
626,Missoula,fog,high,gusty,poor,7,239.194053476402
627,sea level,rain,low,steady,poor,14,314.36415242408765
628,30K feet,fog,high,high,clear,10,57.30536153457834
629,Lolo Peak,dry,steady,steady,poor,14,104.71307467001415
630,30K feet,dry,high,steady,poor,13,16.88830406998947
631,18K feet,mist,steady,gusty,clear,9,56.860977339169736
632,30K feet,fog,high,high,poor,9,62.26526501269815
633,30K feet,dry,low,gusty,clear,6,9.699525161336584
634,Lolo Peak,mist,high,high,poor,6,122.15323953955034
635,30K feet,fog,low,high,clear,10,54.96629218251523
636,Lolo Peak,rain,steady,high,limited,15,103.80877088558078
637,30K feet,mist,low,gusty,clear,12,22.96616652802794
638,Lolo Peak,rain,high,high,clear,11,100.33800362284363
639,sea level,fog,steady,calm,clear,12,357.214653840979
640,Missoula,dry,low,steady,clear,13,184.7380728535799
641,sea level,dry,steady,gusty,poor,16,312.29047893002434
642,Lolo Peak,fog,low,gusty,clear,17,146.95554294555492
643,18K feet,fog,steady,gusty,limited,8,81.72892600433164
644,30K feet,dry,steady,high,limited,3,4.288369969502817
645,Lolo Peak,rain,low,gusty,limited,10,105.36168014252085
646,Lolo Peak,rain,steady,gusty,poor,13,110.08434182233039
647,Missoula,mist,steady,high,clear,12,199.8450953906333
648,18K feet,mist,low,steady,clear,11,52.15154690927972
649,30K feet,rain,steady,steady,poor,9,23.39242726382536
650,sea level,rain,low,steady,limited,11,312.0325050450359
651,sea level,mist,steady,high,poor,12,332.1789845011493
652,Lolo Peak,fog,low,gusty,limited,14,146.44699540935906
653,Missoula,rain,high,gusty,limited,14,190.0056911082189
654,Lolo Peak,dry,low,high,limited,8,107.08811538361057
655,sea level,rain,high,gusty,clear,17,308.5581678014717
656,Missoula,fog,steady,gusty,poor,9,246.1523775747829
657,18K feet,mist,high,steady,limited,13,63.63174726450049
658,sea level,dry,low,high,poor,11,318.2740452101683
659,Missoula,mist,low,steady,limited,16,206.87467177725784
660,18K feet,mist,low,gusty,limited,13,56.000640363667465
661,30K feet,fog,high,steady,poor,11,67.38588242640454
662,30K feet,dry,high,steady,clear,14,6.575480712046951
663,30K feet,mist,high,high,poor,14,37.25862657439513
664,Missoula,fog,low,steady,poor,6,244.87549520962045
665,30K feet,dry,high,steady,limited,12,6.28427860999382
666,Missoula,mist,high,high,limited,17,211.4371322157628
667,Missoula,dry,high,gusty,limited,9,189.02780717895567
668,sea level,rain,high,high,clear,12,311.9776370713397
669,18K feet,fog,steady,high,poor,11,92.12771764814443
670,Missoula,dry,high,steady,clear,14,184.32199012845783
671,sea level,mist,low,gusty,limited,19,323.6261993690095
672,Missoula,fog,low,high,clear,15,235.0418746626706
673,Lolo Peak,fog,low,gusty,clear,11,146.40571320694553
674,18K feet,dry,high,steady,limited,11,36.84478272311387
675,Lolo Peak,rain,low,high,clear,2,104.6095105176383
676,sea level,fog,high,high,poor,11,360.8843514325916
677,Lolo Peak,mist,high,high,limited,11,121.29734162211926
678,18K feet,dry,steady,gusty,limited,9,36.64097536476427
679,30K feet,mist,high,high,clear,19,25.400968555951312
680,Lolo Peak,mist,low,steady,poor,3,126.60663020307108
681,Missoula,mist,steady,calm,poor,10,215.58725337772592
682,Missoula,rain,high,gusty,limited,10,192.85338674653053
683,Missoula,dry,high,high,poor,8,193.67324770197934
684,30K feet,mist,steady,steady,limited,7,26.81386716299416
685,Lolo Peak,rain,low,high,limited,11,99.31548921610083
686,Missoula,mist,high,high,limited,7,208.9576011380794
687,Lolo Peak,rain,steady,high,poor,11,109.42907453567749
688,30K feet,rain,steady,gusty,limited,12,15.945543523113438
689,30K feet,dry,low,steady,clear,13,5.727509783599753
690,Lolo Peak,fog,high,calm,limited,15,142.54041264014234
691,sea level,rain,high,gusty,limited,18,313.8169952467092
692,Missoula,dry,high,calm,limited,14,185.9280195069429
693,18K feet,fog,high,calm,clear,15,85.15518735045258
694,Missoula,rain,low,high,clear,18,188.6050538235034
695,Lolo Peak,fog,steady,high,clear,11,151.55737267713556
696,Lolo Peak,mist,high,steady,limited,2,119.04164285882956
697,sea level,fog,steady,high,limited,20,356.66182669188055
698,Missoula,fog,high,high,poor,12,246.26899667568208
699,18K feet,fog,high,high,clear,11,85.33841150741642
700,sea level,rain,high,steady,poor,11,316.9779453864029
701,sea level,mist,low,high,limited,7,331.56310241462904
702,Lolo Peak,rain,low,steady,poor,13,110.03127939467048
703,sea level,fog,low,high,clear,12,352.54155015909356
704,30K feet,mist,low,high,poor,5,33.644239525405325
705,sea level,dry,high,steady,clear,8,304.93036991845923
706,Lolo Peak,fog,low,gusty,limited,16,148.39699835846295
707,Missoula,rain,high,high,clear,4,189.20476232670143
708,Lolo Peak,fog,steady,high,limited,10,146.6543083958023
709,18K feet,rain,steady,gusty,clear,20,44.097437092326594
710,sea level,mist,steady,high,poor,15,336.59140151580397
711,30K feet,dry,steady,high,clear,10,5.885990851049436
712,30K feet,rain,steady,gusty,poor,9,23.306621572398292
713,sea level,fog,steady,gusty,poor,4,364.70951199715785
714,Missoula,rain,low,high,limited,13,193.4095612034649
715,18K feet,dry,high,gusty,limited,12,38.59670446641947
716,Missoula,dry,steady,gusty,clear,17,183.26263263342898
717,30K feet,rain,steady,high,clear,18,10.863551199500055
718,Missoula,mist,high,gusty,poor,6,214.08178900930065
719,30K feet,mist,low,calm,poor,13,38.556131470459555
720,Missoula,mist,low,gusty,poor,15,212.30601087144007
721,30K feet,fog,high,gusty,clear,12,52.960969445520675
722,sea level,fog,low,steady,clear,7,356.48635960922513
723,Missoula,rain,steady,high,limited,12,191.72982724996606
724,30K feet,fog,steady,high,poor,13,66.18728848023156
725,sea level,dry,high,high,limited,12,305.97447191510554
726,sea level,rain,low,steady,limited,11,305.65463883638176
727,30K feet,mist,steady,steady,poor,21,34.96798747134873
728,sea level,mist,low,steady,limited,12,322.2035920568025
729,Missoula,rain,steady,steady,limited,11,194.13014067929393
730,18K feet,dry,steady,gusty,limited,9,36.75087576349646
731,30K feet,rain,low,steady,poor,14,21.95486209260087
732,sea level,dry,steady,high,limited,12,310.43955295859877
733,18K feet,fog,steady,steady,poor,12,94.62039317031422
734,Lolo Peak,rain,low,gusty,limited,13,99.96671204012756
735,sea level,mist,low,steady,clear,13,324.1991184983964
736,sea level,mist,high,gusty,clear,0,324.8393574657585
737,30K feet,rain,high,gusty,poor,9,15.795863608336461
738,Lolo Peak,mist,low,gusty,poor,7,125.31122608701077
739,Lolo Peak,mist,steady,steady,poor,15,124.48675261033317
740,30K feet,fog,low,high,poor,12,61.40910763444639
741,30K feet,rain,high,steady,limited,11,14.19427196003349
742,Lolo Peak,mist,high,gusty,poor,11,131.21865476817172
743,Lolo Peak,fog,steady,high,clear,12,145.19322129259515
744,18K feet,mist,high,high,limited,9,58.24277064985517
745,Missoula,dry,low,gusty,clear,10,183.96302081544525
746,Missoula,fog,high,steady,limited,9,238.7844546703201
747,sea level,rain,steady,steady,clear,10,310.6727411402715
748,Lolo Peak,fog,high,steady,clear,10,146.01881325820182
749,30K feet,fog,steady,steady,clear,8,55.5085064396051
750,Lolo Peak,rain,steady,gusty,poor,13,106.73389056353771
751,Lolo Peak,mist,high,steady,poor,13,127.36040064800001
752,30K feet,rain,low,steady,poor,13,19.423961368020784
753,sea level,mist,steady,gusty,poor,10,332.3684177163783
754,Lolo Peak,rain,high,gusty,clear,14,102.97174615616298
755,Lolo Peak,mist,high,steady,limited,9,118.28934621789882
756,Lolo Peak,rain,steady,gusty,clear,10,105.21591910207405
757,sea level,mist,high,high,clear,14,325.85299207138496
758,sea level,fog,high,gusty,limited,16,353.0756603271258
759,Missoula,mist,high,gusty,limited,6,207.7459522181357
760,18K feet,dry,steady,steady,poor,20,42.08661913063342
761,sea level,mist,low,high,clear,8,330.44817995982277
762,Missoula,mist,high,gusty,poor,10,214.0756281492294
763,18K feet,mist,steady,high,limited,19,58.22881602470411
764,30K feet,mist,high,gusty,limited,10,29.035149517320846
765,sea level,mist,steady,gusty,clear,7,326.8268834288731
766,18K feet,mist,high,high,limited,20,56.14897316855796
767,sea level,rain,low,gusty,poor,15,320.2183872489428
768,sea level,rain,steady,gusty,poor,8,317.71780506922426
769,30K feet,dry,steady,gusty,clear,13,8.387182291725791
770,30K feet,mist,high,high,limited,10,25.477893820574714
771,Lolo Peak,mist,steady,gusty,limited,9,112.63011183981337
772,30K feet,mist,steady,gusty,poor,17,31.645642089558155
773,Missoula,fog,low,high,clear,7,236.63872761126322
774,Lolo Peak,fog,high,gusty,poor,11,156.7063040403463
775,30K feet,rain,steady,high,clear,18,10.381889785370122
776,Missoula,fog,steady,calm,poor,7,244.62085652120322
777,Missoula,mist,high,steady,clear,4,205.37871122216495
778,Lolo Peak,fog,steady,gusty,clear,12,141.5103294050632
779,30K feet,dry,high,high,poor,12,13.07508126194307
780,sea level,mist,low,steady,poor,6,329.30246773243516
781,Lolo Peak,mist,low,high,poor,11,124.25655101916965
782,Missoula,fog,low,gusty,limited,17,237.5017201748016
783,18K feet,rain,steady,high,limited,17,40.7468736929721
784,30K feet,fog,high,high,poor,10,62.39295273850325
785,18K feet,dry,high,gusty,poor,11,48.40648200476872
786,Lolo Peak,mist,steady,high,poor,15,123.2898245983071
787,Missoula,fog,low,steady,clear,12,234.33427984413177
788,Missoula,mist,high,steady,clear,12,202.0648639552983
789,sea level,dry,low,gusty,clear,6,304.293564258701
790,30K feet,fog,steady,high,poor,16,66.06533991602842
791,Lolo Peak,fog,high,high,poor,7,153.89698878781218
792,Lolo Peak,dry,steady,high,limited,15,93.71749780466618
793,sea level,fog,low,steady,poor,7,367.8704251922458
794,sea level,mist,low,steady,limited,11,324.13910857851636
795,30K feet,fog,high,gusty,poor,10,58.53973941113795
796,Missoula,mist,steady,gusty,limited,16,203.78234843170083
